1,2,3,4,5->640,1,2,3,4,5,193,424,457,596,438,248,541
1,2,3,5->1,2,3,4,5
1,2,3,5->1,2,3,5,11
1,2,3,5->1,2,3,5,17
1,2,3,5->1,2,3,5,19
1,2,3,5->1,2,3,5,16
1,2,3,5->1,2,3,5,29
1,2,3,5->1,2,3,33,5
1,2,3,5->1,2,3,5,6
1,2,3,5->1,2,3,5,76
1,2,3,5->1,2,3,5,133
1,2,3,5->1,2,3,5,83
1,2,3,5->1,2,3,5,88
1,2,3,5->1,2,3,5,295
1,2,3,5->1,2,3,5,276
1,2,3,5->1,2,3,5,113
1,2,3,5->1,2,3,5,70
1,2,3,5->1,2,3,193,5
1,2,3,5->1,2,3,196,5
1,2,3,5->1,2,3,5,345
1,2,3,5->1,2,3,5,7
1,2,3,5->1,2,3,5,421
1,2,3,5->1,2,3,5,178
1,2,3,5->1,2,3,5,171
1,2,3,5->1,2,3,5,408
1,2,3,5->1,2,3,5,207
1,2,3,5->1,2,3,452,5
1,2,3,5->128,1,2,3,5
1,2,3,5->385,1,2,3,5
1,2,3,5->1,2,3,5,248
1,2,3,5->1,2,3,5,457
1,2,3,5->1,2,3,5,206
1,2,3,5->1,2,3,5,563
1,2,3,5->1,2,3,5,124
1,2,3,5->1,2,3,194,5
1,2,3,5->1,2,3,100,5
1,2,3,5->1,2,3,5,286
1,2,3,5->1,2,259,3,5
1,2,3,5->1,2,3,5,620
1,2,3,5->1,2,3,98,5
1,2,3,5->1,2,3,5,22
1,2,3,5->1,2,3,5,531
1,2,3,5->1,2,3,5,405
1,2,3,5->1,2,3,5,592
1,2,3,5->1,2,3,5,302
1,2,3,5->1,2,163,3,5
1,2,3,5->1,2,3,5,467
1,2,3,5->96,1,2,3,5
1,2,3,5->1,2,3,35,5
1,2,3,5->1,2,3,5,440
1,2,3,5->1,2,3,292,5
1,2,3,5->1,2,3,5,72
1,2,3,5->1,2,3,5,373
1,2,3,5->1,2,3,5,375
1,2,3,5->1,2,3,5,205
1,2,3,5->1,2,3,5,150
1,2,3,5->1,2,3,5,31
1,2,3,5->1,2,3,5,116
1,2,3,5->1,2,3,5,246
1,2,3,5->1,2,3,5,211
1,2,3,5->1,2,3,5,327
1,2,3,5->1,2,3,5,264
1,2,3,5->1,2,3,5,468
1,2,3,5->1,2,3,5,570
1,2,3,5->1,2,3,5,281
1,2,3,5->1,2,3,5,8
1,2,3,5->1,2,3,5,117
1,2,3,5->1,2,3,5,12
1,2,3,5->1,2,3,5,141
1,2,3,5->1,2,3,5,301
1,2,3,5->1,2,3,5,180
1,2,3,5->1,2,3,5,187
1,2,3,5->1,2,3,5,274
1,2,3,5->1,2,3,97,5
1,2,3,5->1,2,3,5,209
1,2,3,5->1,2,3,291,5
1,2,3,5->1,2,3,5,18
1,2,3,5->1,2,3,5,300
1,2,3,5->1,2,3,5,144
1,2,3,5->1,2,3,5,266
1,2,3,5->1,2,3,289,5
1,2,3,5->1,2,3,5,363
1,2,3,5->1,2,3,5,158
1,2,3,5->1,2,3,5,426
1,2,3,5->1,2,3,5,507
1,2,3,5->1,2,3,5,415
1,2,3,5->1,2,3,5,584
1,2,3,5->1,2,3,101,5
1,2,3,5->1,2,3,5,401
1,2,3,5->1,2,3,5,602
1,2,3,5->1,2,3,197,5
1,2,3,5->1,2,3,5,240
1,2,3,5->225,1,2,3,5
1,2,3,5->1,2,3,5,466
1,2,3,5->1,2,3,5,409
1,2,3,5->1,2,3,5,305
1,2,3,5->1,2,3,5,362
1,2,3,5->1,2,3,5,52
1,2,3,5->1,2,3,5,58
1,2,3,5->1,2,3,5,115
1,2,3,5->1,2,3,610,5
1,2,3,5->1,2,3,5,153
1,2,3,5->1,2,3,228,5
1,2,3,5->1,2,3,5,670
1,2,3,5->1,2,3,449,5
1,2,3,5->1,2,3,5,534
1,2,3,5->1,2,3,257,5
1,2,3,5->1,2,3,5,137
1,2,3,5->1,2,3,5,233
1,2,3,5->1,2,3,5,410
1,2,3,5->1,2,3,5,444
1,2,3,5->1,2,3,5,652
1,2,3,5->1,2,3,5,204
1,2,3,5->1,2,3,5,201
1,2,3,5->1,2,3,5,53
1,2,3,5->1,2,3,5,348
1,2,3,5->1,674,2,3,5
1,2,3,5->1,2,3,68,5
1,2,3,5->1,2,3,5,439
1,2,3,5->1,2,3,5,222
1,2,3,5->1,2,3,5,361
1,2,3,5->1,2,3,451,5
1,2,3,5->1,2,3,5,159
1,2,3,5->1,2,3,5,298
1,2,3,5->1,2,3,484,5
1,2,3,5->1,2,3,5,381
1,2,3,5->1,2,3,5,605
1,2,3,5->1,2,3,5,191
1,2,3,5->161,1,2,3,5
1,2,3,5->1,2,3,5,55
1,2,3,5->1,2,3,290,5
1,2,3,5->1,2,3,5,45
1,2,3,5->1,2,3,5,529
1,2,3,5->1,2,3,5,400
1,2,3,5->1,2,3,261,5
1,2,3,5->1,2,3,5,41
1,2,3,5->1,2,3,5,475
1,2,3,5,10,11->1,2,3,5,10,11,114,307,183,185,221
1,2,3,5,10,11->1,2,3,5,39,297,10,11,211
1,2,3,5,10,11->1,2,3,385,5,7,10,11
14,15->15,22,14,7
16,17,2,3,5->1,2,3,5,16,17
1,2,3,5,11->1,2,3,5,10,11
1,2,3,5,11->1,2,3,5,11,28,29
1,2,3,5,11->1,2,3,5,11,123
1,2,3,5,11->1,2,3,5,136,11
1,2,3,5,11->1,2,3,5,11,88
1,2,3,5,11->1,2,3,5,6,11
1,2,3,5,11->1,2,3,5,325,11,276
1,2,3,5,11->1,2,3,129,5,11
1,2,3,5,11->1,2,3,5,11,492
1,2,3,5,11->1,2,3,5,70,11
1,2,3,5,11->1,2,3,5,11,625,345,443
1,2,3,5,11->1,2,3,385,5,11
1,2,3,5,11->1,2,3,5,11,114
1,2,3,5,11->1,2,3,5,11,279
1,2,3,5,11->1,2,3,5,11,430
1,2,3,5,11->1,2,3,5,11,140
1,2,3,5,11->1,2,3,5,11,211
1,2,3,5,11->1,2,3,5,11,563
1,2,3,5,11->1,2,3,5,327,11
1,2,3,5,11->1,2,3,5,11,468
1,2,3,5,11->1,2,3,5,11,240
1,2,3,5,11->1,2,3,225,5,11
1,2,3,5,11->1,2,3,5,11,409
1,2,3,5,11->1,2,3,5,169,11
1,2,3,5,11->1,2,3,5,11,126
1,2,3,5,11->1,2,3,5,584,11
1,2,3,5,11->1,2,3,5,101,11
1,2,3,5,11->1,2,3,5,519,11
1,2,3,5,11->1,2,3,5,11,153
1,2,3,5,11->1,2,3,5,11,689
1,2,3,5,11->1,2,3,162,5,11
1,2,3,5,11->1,2,3,33,5,11
16,1,2,3,17,5->1,2,3,5,6,16,17
16,1,2,3,17,5->1,2,3,5,16,17,56
16,1,2,3,17,5->1,2,3,5,76,16,17
16,1,2,3,17,5->1,2,3,5,16,17,27
16,1,2,3,17,5->1,2,3,5,16,17,30
16,1,2,3,17,5->1,2,3,5,16,17,113
16,1,2,3,17,5->1,2,3,259,5,206,16,17,401,280
16,1,2,3,17,5->1,2,3,193,5,16,17
16,1,2,3,17,5->1,2,3,5,16,17,178
16,1,2,3,17,5->1,2,3,5,171,16,17
16,1,2,3,17,5->1,2,3,100,5,16,17
16,1,2,3,17,5->1,2,3,5,16,17,468
16,1,2,3,17,5->1,2,3,5,16,17,570
16,1,2,3,17,5->1,2,3,5,652,16,17
1,2,3,19,5,20->1,2,3,99,5,485,551,644,632,461,19,20,243,374,563,566,91
1,2,3,5,11,28,29->1,2,3,5,11,78,79,28,29
1,2,3,33,5,17->1,2,3,33,5,133,17
1,2,3,33,5,17->1,2,3,33,5,48,17,49,211,117
1,2,3,33,5,17->1,2,3,33,5,17,115
2,3,5->1,2,3,5
2,3,5->11,2,3,5
2,3,5->17,2,3,5
2,3,5->16,2,3,5
2,3,5->2,3,5,295
2,3,5->171,2,3,5
2,3,5->563,2,3,5
2,3,5->2,3,5,327
2,3,5->264,2,3,5
2,3,5->426,2,3,5
2,3,5->2,3,468,5
2,3,5->2,3,570,5
2,3,5->2,3,610,5,153
2,3,5->2,3,5,670
2,3,5->312,2,3,5
2,3,5->2,3,652,5
2,3,5->2,3,348,5
2,3,5->2,3,5,439
2,3,5->674,2,3,5
2,3,5->2,3,484,5,153
2,3,5->2,3,5,529,153
2,3,5->2,3,5,55
6->6,7
6->9,6
6->1,2,3,5,6
1,2,3,17,5->1,2,3,5,16,17
1,2,3,17,5->1,2,3,33,5,17
1,2,3,17,5->1,2,3,131,5,17
1,2,3,17,5->1,2,3,5,17,30
1,2,3,17,5->1,2,3,5,17,83
1,2,3,17,5->1,2,3,5,421,17
1,2,3,17,5->1,2,3,5,206,17
1,2,3,17,5->1,2,3,5,528,17
1,2,3,17,5->1,2,3,5,17,531
1,2,3,17,5->1,2,3,385,5,17
1,2,3,17,5->1,2,3,5,17,211
1,2,3,17,5->1,2,3,5,101,17
1,2,3,17,5->1,2,3,5,262,17
1,2,3,17,5->1,2,3,5,204,17
1,2,3,17,5->1,2,3,5,17,570
16,1,2,3,17,5,56->1,2,3,5,421,16,17,178,56
1,2,3,19,5->1,2,3,5,19,20
1,2,3,19,5->1,2,3,5,19,83
1,2,3,19,5->1,2,3,5,19,211
1,2,3,5,11,78,79,28,29->1,2,3,130,5,101,484,9,11,683,78,79,526,468,153,666,28,29
1,2,3,5,16,17,50,27->608,1,2,3,193,5,334,495,16,17,50,27
16,1,2,3,17,5,27->1,2,3,5,16,17,50,27
5->2,5
5->29,5
5->563,5
5->5,327
5->570,5
5->426,5
5->584,5
5->610,5
5->5,670
5->68,5
5->204,5
5->5,526
1,2,3,5,123,11->1,2,3,5,11,652,33,162,417,550,296,689,437,57,584,73,74,589,501,123
1,2,3,5,123,11->1,2,3,5,328,11,123
11,2,3,5->1,2,3,5,11
11,2,3,5->2,3,5,11,563
11,2,3,5->2,3,5,327,11
11,2,3,5->2,3,5,11,468
1,2,3,33,5,133,17->1,2,3,33,5,133,299,17,83
1,2,3,33,5,133,17->1,2,3,641,5,133,654,655,528,17,531,405,33,163,559,575,579,341,219
9,6->8,9,6
1,2,3,5,136,11->1,2,3,5,136,264,394,11,536,673,422,295,679,680,42,681,682,685,563,310,570,68,327,329,468,353,228,103,617,238,496,626
1,2,3,19,5,83->1,2,3,5,19,83,502
1,2,3,19,5,83->1,2,3,196,5,19,83
1,2,3,19,5,83->1,2,3,259,5,620,19,83,286
1,2,3,19,5,83->1,2,3,289,5,19,83,375
1,2,3,19,5,83->1,2,3,5,363,113,19,83,211
1,2,3,131,5,17->1,2,3,131,5,206,17
1,2,3,131,5,17->1,2,3,131,5,104,17,83,124
16,1,2,3,5->1,2,3,5,16,17
1,2,3,5,6,11->1,2,3,385,5,6,11,365,430,177,279,506
1,2,3,276,5,325,11->1,2,3,5,101,325,519,584,11,369,211,276,318
16,1,2,3,17,5,30->1,2,3,5,426,16,17,30
16,1,2,3,17,5,30->1,2,3,5,16,17,468,30
16,1,2,3,17,5,30->1,2,3,5,652,16,17,30
16,1,2,3,17,5,113->1,2,3,5,517,263,16,17,411,30,546,557,570,190,584,468,95,358,113
1,2,3,33,5,133,299,17,83->1,2,3,33,5,133,299,17,83,601
1,2,3,19,5,83,502->1,2,3,5,327,241,19,83,502
